Text,Label
 Japanese Nobel laureate Tasuku Honjo announced that coronavirus is man-made.		,0
 Brahma Kamal flowers bloom after many years due to less pollution during the lockdown in India to contain COVID-19 spread.		,0
" Elisa Granato (32-year-old), the first woman to get vaccine for COVID-19, died.		",0
" A 28-year-old doctor from Maharashtra, Dr. Maneesha Patil, died of COVID-19 while treating patients infected with coronavirus.		",0
 Image shows the last moments of a mother and child suffering from COVID-19.		,0
 Americans singing Indian National Anthem thanking India for sending hydroxychloroquine tablets.		,0
" Joy Arakkal', the owner of 'Joyalukkas' jewellery company, has died due to COVID-19 in the Middle East.		",0
 Chinese people are not allowed in supermarkets in Australia.		,0
 Photo showing coronavirus infected mother hugging her child.		,0
 First volunteer in UK coronavirus vaccine trial Elisa Granato has died.		,0
 Japanese Nobel Tasuku Honjo says coronavirus was created in the Wuhan laboratory		,0
" WHO warned that the second wave of the pandemic would be ""catastrophic"".		",0
" USA government warned Brasilian government about ""the mortal danger"" of Chinese tests.		",0
 This is an image of a suspected coronavirus vaccine causing COVID-19.		,0
 Implantation of nanochips has started in Ukraine.		,0
" Dr Elisa Granato, one of the first participants in a UK COVID-19 vaccine trial, has died.		",0
 The government must have planned the coronavirus pandemic because the coronavirus relief bill had been introduced three years earlier.		,0
 Japanese doctor who won Nobel Prize said coronavirus is artifical and was manufactured in China.		,0
" ""Why did the US (NIH) in 2017 give $3.7m to the Wuhan Lab in China? Such grants were prohibited in 2014. Did Pres. Obama grant an exception?""		",0
" A Facebook post shared more than 29,000 times claims people in Pennsylvania who do not wear a face mask in public during the novel coronavirus pandemic risk a $500 fine and up to six months in jail.		",0
 The rate of coronavirus-related deaths being reported out of New York City is 200 times higher than the death rates of the world's largest 10 cities.		,0
 There is a link between Covid-19 and the Kawasaki disease.		,0
 An official document details the instructions for schools in the post-lockdown period in France.		,0
 French Minister of Justice Nicole Belloubet threathened the famous anchor Jean-Pierre Pernaut after he criticized the government policy about the pandemic on air.		,0
 A Japanese Nobel Price said that SARS-CoV-2 was human made.		,0
 Spanish and French masks prices are comparable.		,0
 A vaccine against polio funded by Bill Gates has paralysed almost 500 000 children in India between 2000 and 2017.		,0
 COVID-19 is a big pharma fraud and a treatment has existed for years now (stem cell therapy).		,0
" The COVID-19 pandemic was used as a cover-up of the Starlink project by Elon Musk, which launched dozens of satellites.		",0
 A message on Whatsapp and Facebook claims you should not accept masks from strangers; they are soaked with chemicals and will knock you out in order to rob you.		,0
 A man named Muslum Alsan got out of jail due to the COVID-19 pandemic and murdered his 9 year old daughter.		,0
" In 2015, the National Health Institute of the United States, under Barack Obama, gave 3.7 million dollars to the Institute of Virology in Wuhan.		",0
 Seven children in Senegal are dead due to coronavirus vaccine testing.		,0
" Tasuku Honjo, a Japanese Nobel Laureate in medicine is claiming that COVID-19 is a Chinese-made virus.		",0
 Indian company Jio offering 25GB of free data daily during the COVID-19 lockdown.		,0
 The owner of the Indian jewellry group Joyalukkas died due to COVID-19.		,0
 Videos showing American students singing the Indian national anthem to thank India for supplying hydroxychloroquine.		,0
" A coronavirus positive patient found in Jamnagar, a city in the state of Gujarat.		",0
 Photo of a Hindu woman attacked by RSS members for offering Sehri to a Muslim Kashmiri girl during the Indian lockdown.		,0
 Political leader from Andra Pradesh made a nurse touch his feet,0
 Pune Doctor Megha Vyas dies of COVID-19.		,0
 Indian Actor Aamir Khan gives Rs. 15000 to poor people in 1Kg wheat flour.		,0
 Central indian government likely to reduce the age of retirement of government employees to 50.		,0
" First volunteer for COVID-19 Vaccine in UK, Dr. Elisa Granato, is dead.		",0
" Dr. Manisha Patil died due to COVID-19 while treating coronavirus patients in Maharashtra, India.		",0
" In the United Kingdom, the woman who was tried for the coronavrus vaccine has died.		",0
 An image shows a woman in Italy clutching her 18-month-old child tightly to her chest before dying of coronavirus.		,0
" According to scientific research, smoking protects against coronavirus.		",0
" ""This image prove that a coronavirus vaccine for animals has existed since 2001. Do they think we're complete fools?""		",0
 If you smoke cigarettes you'll not going to get COVID-19		,0
 The only restaurant that is allowed to be open during the lockdown for COVID-19 is the one for Italian senators and representatives.		,0
 Minister of Health claims that only one case of COVID-19 registered in Lithuania.		,0
 Images of families breaching the safety distances related to the coronavirus this April 26 in Spain.		,0
" Several versions of a message saying that, according to Italian doctors, the SARS-CoV-2 virus was being ""badly fought against"", since the cause of death would not be pneumonia, but rather ""Disseminated Intravascular Coagulation (thrombosis)"".		",0
" Videos in which trucks are seen whistling through the streets of Ourense, Spain, with a caption claiming that it is a protest against the Spanish Government.		",0
" Tasuku Honjo, Nobel Prize in Medicine 2018, said that ""the coronavirus is man-made"".		",0
 Muslims are protesting on the streets during quarantine.		,0
" The quarantine has been introduced to restrict individual freedoms, and the new coronavirus is not as dangerous as one claims.		",0
 McDonald's is reopening in the UK from Monday 27 April.		,0
" Michigan Gov. Gretchen Whitmer ""has just been stripped of her emergency coronavirus powers by her state legislature.""		",0
" ""The (corona)virus just isn't nearly as deadly as we thought it was.""		",0
" ""All Missouri businesses can open Monday, May 4, under our new Order as long as new guidelines are followed.""		",0
" Late herbalist known as ""Dr. Sebi"" was correct in saying viruses don't exist.		",0
" ""We've tested more than every country combined.""		",0
 The CDC recommends that only people with COVID-19 symptoms should wear masks.		,0
" Dr. Anthony Fauci ""has known for 15 years that chloroquine and ... hydroxychloroquine will not only treat a current case of coronavirus but prevent future cases.""		",0
" A 2005 NIH study shows that Fauci already knew of chloroquine's effectiveness against coronaviruses, including SARS-CoV-2.		",0
" Dr. Anthony Fauci disappeared at the end of April because he had illegally sent $3.7 million to a virology lab in Wuhan, China.		",0
" Hospitals in the United States get paid $750 for patients who die from the flu, $17,500 for COVID-19.		",0
" ""If you have had a flu shot in the last 3-5 years, you will probably test positive"" for COVID-19.		",0
" Japanese Nobel laureate Tasuku Honjo, who worked in Wuhan for four years, claimed that SARS-CoV-2 was human-made.		",0
 German physician Wolfgang Wodarg claims the coronavirus is harmless.		,0
 A 'hot-mic' conversation of journalists in the White House is used to state that the journalists know and joke about the coronavirus being a hoax.		,0
 A Whatsapp message claims that Japanese immunologist Tasuku Honjo said,0
 Applying mustard oil in your nostrils will kill coronavirus.		,0
 Indian Prime Minister said world will be free from coronavirus in a month.		,0
 Viral audio clip of a Kannur based neurosurgeon suggesting remedies for the coronavirus.		,0
 A video shows.a policeman guarding Hajipur Prison suffering from COVID-19.		,0
 Video shows coronavirus infected notes scattered on Indore streets being sanitized.		,0
" Video of Byculla (Maharashtra, India) MLA Waris Pathan threatening police to open a mosque during the Indian lockdown.		",0
" Pragya Kathua, a comedian from Odia, has died.		",0
 A video showing a Muslim woman misbehaving with doctors in India.		,0
 Picture shows clothes of those who have died of coronavirus in China. Beijing is now shipping these clothes to Africa.		,0
 Huge crowd on the streets of Delhi during Ramzan while there was no crowd during the festival of Navratri.		,0
 Roti with stamp distributed during lockdown in India.		,0
 A video has been viewed thousands of times in multiple posts on Facebook and Twitter alongside a claim it shows a Muslim politician in India urging a police officer to open a mosque in order to allow people to pray during the nationwide COVID-19 lockdown.		,0
 Video of Byculla (Maharashtra) MLA Waris Pathan threatening Police to open a mosque during the existing lockdown impplemented to contain COVID-19 spread.		,0
 The largest hole in the ozone layer over the Arctic region has healed due to the COVID-19 lockdown.		,0
 Japanese Nobel laureate Tasuku Honjo declared that coronavirus is man-made and is created by China.		,0
 A photo showing scores of green parrots sitting on sacks of grain has been shared thousands of times in multiple posts on Facebook and Twitter alongside a claim it was taken during a nationwide coronavirus lockdown in India.		,0
 An official government announcement details how COVID-19 restrictions will be eased in Ireland from early May.		,0
 The coffins with the bodies of the dead of Bergamo were not a hoax.		,0
 Cuban scientists discovered that eucalyptus can help prevent and treat coronavirus.		,0
 Carrefour is selling face masks in its physical stores above the maximum price set by the Government of Spain.		,0
 The coronavirus vaccine is ready and works in 3 hours (picture).		,0
 A Facebook post defending the government's role in current NHS equipment shortages was written by Jennifer Saunders.		,0
" ""So 2 doctors from Bakersfield discover that coronavirus mortality rate is 0.03%. 13x less deadly than what was previously thought! Their analysis has since been banned from YouTube.""		",0
" ""Children don't seem to be getting this virus.""		",0
 Donald Trump's claim that the USA had more testing than all other countries combined.		,0
" Walmart, Kroger, Amazon, Target and Costco had no reported cases of coronavirus in the news.		",0
" Sign outside the Bill & Melinda Gates Foundation says ""Center for Global Human Population Reduction.""		",0
 Coronavirus mortality rate been proven to be 0.03%.		,0
" Walmart, Amazon, Kroger, Target and Costco stores?  while staying open during the COVID-19 pandemic?  ""have not had any reported cases"" of employees contracting the coronavirus.		",0
" Says Dr. Anthony Fauci's name appears on ""4 U.S. patents for a key glycoprotein"" used to ""create the current COVID-19 epidemic.""		",0
" Young people ""have a greater chance of being killed by the HPV vaccine than COVID-19.""		",0
 Thousands of doctors say hydroxychloroquine cures coronavirus.		,0
" Says if you're refused service at a store for not wearing a mask ""call the department of health and report the store. Masks are suggested, not required.""		",0
" Coronavirus can in no way withstand heat, sunlight or other UV radiation. In other words, skin and surfaces are momentarily sterilized by sunlight or other UV radiation.		",0
 Japanese schools re-opened then were closed again due to a second wave of coronavirus.		,0
 Putting a mask below a pot of boiling water for 15s is a fast way to disinfect it.		,0
 Bill Gates is creating vaccines to make the earth's population infertile. He discussed a plan to reduce the world's population through vaccines during his 2010 TED talk.		,0
 Opening ceremony of 2012 London Olympics was a projection of coronavirus pandemic. The hospital beds apperaing on the scene during the opening show and Boris Johnson in a hospital bed prove that the spread of the disease was planned in advance.		,0
 A video of a group of men leaving a mosque has been viewed tens of thousands of times in multiple posts on Facebook and Twitter published in April 2020 alongside a claim it shows Muslims who gathered to pray in the Indian state of Gujarat in defiance of a nationwide COVID-19 lockdown.		,0
 COVID-19 is fake and just a coverup for 5G technology.		,0
" If you forward a WhatsApp message to 13 people, Rs.400 will be credited as balance under smart city scheme.		",0
 Indiand entral government providing free scholarship and online tuition classes to school children.		,0
" Indian Spritual Guru Mata Amrithanandamayi Charitable trust gifts India its first ""Air Ambulance"".		",0
 Bollywood Superstar Aamir Khan donated Rs.15000 each to poor slum dwellers in one kg wheat flour packets.		,0
 Old Dalit woman beaten up by Christian missionaries in Kerala.		,0
 Arnab Goswami wets his pants when called upon by Mumbai Police for interrogation.		,0
 Dr. Manish Patil died due to coronavirus in Maharasthra.		,0
" A video showcasing successful trials completed for COVID-19 vaccine developed by PGIMER, in India.		",0
 Image of a couple claimed as activists Peter DeMello and Siraj Bilsara shared in connection with Palghar lynching.		,0
 Video showing a Muslim man throwing notes to spread coronavirus		,0
 All India Majlis-e-Ittehadul Muslimeen (AIMIM) leader Waris Pathan threatened a cop to keep a mosque open during lockdown		,0
" An image of a market carrying out social distancing passed off as Mizoram, India		",0
 Nobel Laureate Dr. Honjo has claimed COVID-19 virus to be man made in Wuhan Laboratory.		,0
 A nurse claims that Delhi govt has stopped funding for the hotel stay for doctors and nurses treating COVID-19.		,0
" Muslim boy in Madhya Pradesh, India attacked by BJP workers for violating lockdown.		",0
" 28-year-old Dr Manisha Patil from Maharashtra died yesterday due to coronavirus. Manisha had examined 188 people and helped them recover, but she could not save herself from coronavirus.		",0
" Indian government has started 'Rashtriya Sikshit Berojgar Yojana' to provide relief package of Rs 50,000 to all ration cardholders, int he midst of COVID-19 crisis		",0
" A family (husband, wife, child) committed suicide because they could not bear hunger. They were migrants travelling to their hometown during the lockdown, from a city named Surat in India.		",0
" A mosque in India that was distributing relief material to Muslims during the lockdown denied help to some needy Hindus who reached there, saying that there was no facility for Hindus.		",0
 Muslim men are being beaten during the lockdown in India.		,0
 Members of the Irish government's national public health emergency team ignored social distancing rules at a recent meeting.		,0
" The real cause of death is not pneumonia, but thrombosis. The virus is not a problem.		",0
 Influenza vaccines contain the coronavirus and increase the spread of COVID-19.		,0
" A photo, claiming that SARS-CoV-2 is an old virus, known since 2003.		",0
" Japanese Nobel Prize for Medicine claims that the new coronavirus ""is not natural"" and ""was made in China"".		",0
 An image with an alleged statement by the Spanish writer Arturo Prez Reverte about the coronavirus and confinement.		,0
 The Japanese Nobel Tasuku Honjo has said that the coronavirus was created in China.		,0
 Trump says that subjecting the body to ultraviolet light exposure and injecting disinfectant can be an effective treatment against the coronavirus.		,0
 CDC does not recommend wearing masks.		,0
 President Donald Trump is selling coronavirus-themed commemorative coins through the White House Gift Shop.		,0
" Walmart, Amazon, Kroger, Target and Costco ""have not had any reported (coronavirus) cases in the news.""		",0
 News outlets are misusing a boy's image to report the same child died of COVID-19 in three different countries.		,0
" ""Governor Andy Beshear has authorized Kentucky teachers to make in-home visits. With parental approval, teachers will inspect the bedroom of each student currently enrolled in K-8.""		",0
" Georgia Gov. Brian Kemp ""mandates restaurants reopen"".		",0
" Dr. Elisa Granato, one of the first volunteers to receive a potential COVID-19 vaccine in the U.K., has died.		",0
 The Department of Homeland Security (DHS) plans to mobilize the National Guard to enforce a nationwide 14-day quarantine.		,0
 Harvard professor Charles Lieber was arrested for manufacturing and selling the new coronavirus to China		,0
 French health care workers are putting on defective Chinese-made protective gowns.		,0
" Mosquitoes can spread COVID-19 ""from person to person.""		",0
 WHO's stance on coronavirus is changing and now supports the Swedish opening policies.		,0
 COVID-19 is a pretense for a invouluntary implemantation of microchips and legalization of pedophilia.		,0
" In Italy, 96,3% of people that died after developing COVID-19 died from other pathologies.		",0
" A teacher died in Eastern France after she had to take care of health workers' children, who contaminated her with COVID-19.		",0
 Journalists admitted that the COVID-19 pandemic is a hoax.		,0
 Dried ginger powder can cure COVID-19.		,0
 Recent mob attack on West Bengal police due to the lockdown in Howrah.		,0
 Video shows that social distancing is not being followed in Delhi.		,0
" Kerala, India, minister K.T Jaleel still draws his salary as teacher even after quitting his job 14 years ago.		",0
 Supreme Court of India has banned everyone except the Government to share any message about the coronavirus.		,0
 A video of a young man from Gujarat claiming he has found a medicine that cures COVID-19.		,0
" Bollywoof actor Aamir Khan has anonymously donated Rs 15,000 to people living in a slum.		",0
 All India Majlis-e-Ittehadul Muslimeen (AIMIM) leader Waris Pathan threatened a cop to keep a mosque open during lockdown.		,0
 A market in Mizoram state of India is practising social distancing amidst ongoing lockdown.		,0
" American students are siging the Indian national anthem, as a gesture of thanking India for supplying Hydroxychloroquine to USA.		",0
 A WHO report states that 'No vegetarian in the world was found to have been infected with COVID-19'.		,0
" A message of key takeaways from an interview of HDFC bank MD & CEO Aditya Puri, where he has said how India will survive the coronavirus pandemic.		",0
 The image of a boy with serious injuries is that of a Tablighi Jamat COVID-19 patient who was beaten up by police in India after he misbehaved with the nurses in the hospital where he was admitted.		,0
" A Legislative Assembly member Hafiz Khan made a nurse touch the feet of a Muslim and apologise to him. She was made to do so because she had made a comment that if the Markaz attendees had quarantined themselves, the situation that was not would not have arose.		",0
 Coronavirus was invented and patented by researchers at the Pirbright Institute in 2018.		,0
 Claim that a Japanese Nobel Prize-winning scientist said coronavirus is unnatural and man-made.		,0
" The ""Di Bella"" treatment method is useful for curing COVID-19.		",0
" Hydroxychloroquine ""cures COVID-19"" but there is a conspiracy by Biil Gates and Dr. Fauci to ban it.		",0
 Brasilian doctor discovered a cure for COVID-19.		,0
" Surgical masks whose price has been limited to 0,96 cents do not comply with the EU regulation.		",0
" There are ""15 minors admitted"" because of COVID-19 in the Infanta Sof¡a Hospital in Madrid and three in the ""Talavera hospital"".		",0
" A WhatsApp audio claims that the Infanta Sof¡a Hospital in Madrid has 15 children in serious condition due to COVID-19, and that there are three other children in the Talavera de la Reina Hospital.		",0
" Professor Dr Tasuku Honjo, caused a sensation today in the media by saying that the coronavirus is not natural.		",0
 The White House is selling coins commemorating the COVID-19 pandemic.		,0
 Madagascar does not have any cases of the coronavirus		,0
 South African President Cyril Ramaphosa asked all foreigners to leave the country by June 21 in response to the spread of COVID-19.		,0
 The video shows the FBI seizing coronavirus-infected face masks sent from China.		,0
 The post contains a COVID-19 conspiracy theory written by former South Carolina Rep. Trey Gowdy.		,0
 The photo shows bedding and food aid packages distributed in Rwanda during the coronavirus pandemic		,0
" People should ignore guidelines to wear masks, especially since the government doesn't advise mask wearing for tuberulosis.		",0
 Former Rep. Trey Gowdy wrote essay past on social media claiming the COVID-19 pandemic was planned to help Democrats in the 2020 election.		,0
" An article circulating on Facebook claims that Microsoft co-founder Bill Gates said a COVID-19 vaccine could kill almost one million people, citing an interview he gave.		",0
" ""Bill Gates admits his COVID-19 vaccine might kill nearly 1 million people.""		",0
 A picture shows a woman holding a protest sign with an incoherent calculus to possibly signal that Barack Obama is behind the coronavirus crisis.		,0
 Influenza vaccines are likely to result in a false positive PCR-test for Sars-CoV-2.		,0
 French writer of the 17th century Madame de Svign wrote a letter to her daughter that echoes the situation we live in at the moment.		,0
" The U.S. are conducting experiments on Georgian people. Remdesivir (experimental drug to cure COVID-19) is produced by Gilead, the same company which supplied Georgia with Sovaldi, a dangerous drug whih is used in Hepatitis C patients.		",0
 The number of coronavirus patients in the country can reach close to 30 million by August 15. Central Indian government is warning states.		,0
 Video of foreigners destroying liquor bottles amid COVID-19 lockdown in India.		,0
 Large crowd gathered in Delhi's market amid nationwide lockdown in India.		,0
 China has suddenly dismantled its USD Peg on stock exchanges over imminent launch of sovereign digital currency amid COVID-19.		,0
 COVID-19 self testing by holidng breath and put mustard oil through nose will kill the coronavirus.		,0
 A photo of hundreds of people praying together has been shared hundreds of times on Facebook and Twitter alongside a claim that it shows Muslims in south India flouting the nation's COVID-19 lockdown to offer night-time prayers.		,0
 WHO report claims that 'No vegetarian in the world was found to have been infected with COVID-19'.		,0
" Because of a WHO clause, Dutch primary schools are allowed to vaccinate children without their parents' consent.		",0
 Nicotine protects from COVID-19.		,0
" Consuming more alkaline foods helps ""raise the pH level"" to counteract COVID-19.		",0
" Under the mayor's COVID-19 order, Kansas City ""churchgoers must register with the government.""		",0
" Kentucky teachers will conduct in-home ""bedroom inspections"" during the week of April 27 for their kindergarten through eighth grade students.		",0
" The photo shows a packed beach in Bloemfontein, South Africa, during the country's coronavirus lockdown.		",0
" Social media users have shared a photo that claims to show a ""Center for Global Human Population Reduction"" affiliated with the Bill & Melinda Gates Foundation.		",0
 COVID-19 has infected more meatpackers in the U.S. than health care workers.		,0
" ""93% of the (COVID-19) cases in the state of Illinois have come from Chicago.""		",0
 Pennsylvania's governor breaking his own social distancing rules in a photo.		,0
" The CARES Act was introduced in January 2019, which proves the COVID-19 pandemic was planned in advance.		",0
" COVID-19 isn't more dangerous than seasonal flu in France, in terms of number of deaths.		",0
 French news network BFM aired incoherent data about people who died from the coronavirus in Africa.		,0
 Death toll among black people is higher because the viruses affect various races differently.		,0
" Anthony Fauci knew about the new coronavirus from 2017 and journalists exhibit mannequins as COVID-19 patients to deceive the public, according to an interview with a man named Rashid Buttar.		",0
 Baba Ramdev claims that COVID-19 can be self diagnosed by controlling breathing and that mustard oil kills the virus.		,0
" Congress MP Dr. Shashi Tharoor praised LDF government in Kerala, India for their COVID-19 relief work.		",0
 American students thank Indians for hydroxychloroquine by singing the Indian National Anthem.		,0
" An image of a baby boy wrapped in a plastic bag being hugged by her soldier father, the baby died of COVID-19.		",0
" Image of Muslims violating lockdown restrictions and praying in Purukathur, Tamil Nadu, India.		",0
" Image of Kaziranga national park in Assam, India during lockdown.		",0
" According to a WHO report, not a single vegetarian person in the world has been found to suffer from coronavirus.		",0
" A video has been viewed tens of thousands of times in multiple posts on Facebook, Twitter and Instagram alongside a claim it shows UK Prime Minister Boris Johnson offering cups of tea to journalists after recovering from an illness. The posts were shared shortly after Johnson returned to work following hospital treatment for COVID-19.		",0
 Men in Gujarat are violating lockdown by offering namaaz in a Mosque.		,0
" Photo of rickshaw puller who died due to lack of food during the current lockdown, which was imposed to curb the spread of COVID-19.		",0
" Postural drainage, where the body is put in different positions to drain mucus from the lungs, is an effective way to treat COVID-19 pneumonia.		",0
 Golf courses are reopening in Ireland on 2nd May.		,0
" Thousands of citizens demonstrate in Rome against the ""coronavirus dictatorship"" of the Italian government. They shout ""Freedom! Freedom!"" and no television talks about it.		",0
 New WHO guidelines recommend encouraging children under four to masturbate.		,0
 Liechtenstein introduces mandatory biometric bracelets to track COVID-19 pandemic.		,0
 Smokers are better protected against coronavirus.		,0
" Gas is under $1 in 13 states, but $2.27 in Pennsylvania, because of the governor.		",0
 Posts on social media claim the US Centers for Disease Control and Prevention (CDC) has revised down its death toll for COVID-19.		,0
" CDC suddenly lost 30,000 deaths from coronavirus from its data, thus proving the virus is not as serious as it seems.		",0
" Marines of French aircraft carrier Charles de Gaulle, contamined by COVID-19, were treated with hydroxychloroquine and azythromycin, and were cured at 99%.		",0
 5 millions euros were unlocked in order to save Cannes film festival canceled due to COVID-19.		,0
" This video unveils several hidden realities about ""criminal management"" of COVID-19 by authorities in France.		",0
 Facebook videos suggest that the use of bioresonance can cure COVID-19.		,0
" Indian Government has started a scheme called the Rashtriya Sikhshit Berojgar Yojna, to help those who are educated and unemployed during the lockdown.		",0
 Businessman Ratan Tata has said that 2020 is the year to survive and not care about profil and losses.		,0
 Video of Muslims violating lockdown conditions in Old city (Hyderabad).		,0
" Some 150 foreigners attended Sadhguru's event in March, which has led to over 1,000 coronavirus cases in Tamil Nadu, India. The foreigners are quarantined at Isha Yoga Center.		",0
" Government of India will provide a relief package of Rs 50,000 to ration card-holders under its scheme 'Rashtriya Sikhshit Berojgar Yojna'.		",0
" A picture of a newspaper article which states that ""when the only person inside a car is the driver, he should sit in the front seat, in front of the steering wheel"". This would allegedly be a quote from an Italian law decree aimed at fighting coronavirus.		",0
 COVID-19 can be treated with the plasma of healed patients. We don't need a vaccine or a drug.		,0
" A Galician residence has""thrown away"" sanitary material donated by Spanish businessman Amancio Ortega.		",0
" Someone living in Cercerda (Galicia, Spain) died under ""strange circumstances"".		",0
" A publication of the website Mediterr neo Digital that states in its headline that ""the Government allows the celebration of Gay Pride in Madrid despite the coronavirus""		",0
 Trump,0
" Regarding the risks of coronavirus transmission on an airplane, ""It's as safe as an environment as you're going to find.""		",0
" Joe Biden has ""written a letter of apology"" for calling Trump's travel restrictions from China ""xenophobic.""		",0
 Central Park hospital tents housed thousands of abused children released from underground captivity.		,0
 Wearing face masks can cause carbon dioxide toxicity; can weaken immune system.		,0
 Bill Gates claims and announces that vaccinations will be mandatory for all.		,0
 Charles de Gaulle aircraft carrier's marines have been cured from COVID-19 thanks to chloroquine.		,0
" Georgian man's blood had been used to treat a COVID-19 patient in one of the hospitals in Germany. Information included a photo depicting a man, whose blood is being taken.		",0
" In a video, blogger Ken Jebsen claims Bill Gates took control over the health system to force his vaccines upon everyone. He funds 80 percent of the WHO. In Germany people are arrested because they carry the constitution (Grundgesetz). Germany secretly wants to impose compulsory vaccines in a new law, and COVID-19 is just a harmless flu		",0
 Pictures show Angela Merkel and other policians standing very close together and not keeping distance.		,0
 5G frequences are negatively affecting the oxygen absorbion by the human body and it worsen the symptoms of COVID-19.		,0
 Indian scientists are researching whether there are cells in the Ganges river that can block the coronavirus.		,0
 Indian actor Aamir Khan is donating 15000 rupees to the poor by hiding them in aata in Mumbai.		,0
 Industrialist Ratan Tata stated that 2020 is the year to survive and not to worry about profits and losses.		,0
 Lockdown violation in Chandni Chowk area of Delhi		,0
" Self-medicate COVID-19 using a home remedy with aspirin, lemon and honey.		",0
 Muslims misbehaved with Mumbai police as they tried to stop a large gathering during the month of Ramzan.		,0
 Video of black bucks crossing a road in Kaziranga national park amid COVID-19 lockdown.		,0
 Video of a police member in an inebriated state after the Indian government has allowed the opening of liquor shops which were closed earlier due to complete lockdown in the country.		,0
 Gilead Sciences announced on May 3 2020 that the new medicine for COVID-19 will be ready by next week.		,0
 Indian actor Aamir Khan distributed money in wheat bags to the poor.		,0
" Indian business tycoon Ratan Tata said, the Year 2020 is the year of survival.		",0
" Any person arrested for violating lockdown in the night will not get bail until the lockdown is over in the state of Gujarat, in India.		",0
" Men in Vellore, Tamil Nadu are violating lockdown by offering namaaz in a Mosque.		",0
 Aamir Khan donated 15000 Rs by hiding the money in ration materials for poor people amidst lockdown.		,0
 Waris Pathan misbehaving with Maharashtra police (India) during lockdown.		,0
" US Secretary of State Mike Pompeo said that Sars-cov2 was created in the laboratory and that there is ""enormous"" evidence.		",0
" A blog article quoting the Italian virologist Matteo Bassetti, who would have said that in Italy nobody died because of Covid-19 in May 2020.		",0
 A fake picture allegedly shows how coronavirus can pass through protective masks' fabric.		,0
" In December 2019, Italian politician Beppe Grillo wore a protective mask in public. Some people said that he did that because the Chinese Embassy had warned him about coronavirus.		",0
" A Whatsapp message which claims that the Italian government sent ""Nas"" (a branch of the Carabinieri) to close the department in charge of plamsa-related therapies at Mantua hospital, where ""they cure COVID-19 in 48 hours"". The government would have done that in order to obtain ""Bill Gates' vaccine"".		",0
 Polish doctors are saying in a video that there are no confirmed cases of COVID-19 in Poland.		,0
" A large poster on the facade of the Governmental party PSOE headquarters shows the face of the Spanish president, Pedro S nchez, next to the motto ""Trust your Government",0
 Trump campaign video suggesting Trump's travel restrictions on China saved 2 million lives.		,0
 The Centers for Disease and Prevention has reduced the number of COVID-19 cases recorded in the U.S.		,0
 A photo shows Proud Boys member Rob Cantrall at a recent Michigan protest.		,0
" ""There was no real scientific basis for believing that"" social distancing would be necessary, ""since it had never been studied.""		",0
" A post shared more than 160,000 times on Facebook during the novel coronavirus pandemic says Bill Gates wants ""digital tattoos"" to check who has been tested, and asks if it would be ""like holocaust victims have.""		",0
 The cure for coronavirus can come from Antwerp (Belgium) llamas.		,0
" 1000+ members of the French navy on of the aircraft carrier ""Charles-de-Gaulle"" were treated with hydroxychloroquine.		",0
" 96,3% of people deceased in Italy from COVID-19 actually died from other illnesses, according to this deputy.		",0
 US Defense Secretary Mark Esper let slip that 5G could be destructive and it has something to do with pandemic.		,0
 A cryptocurrency system developed by Microsoft will use body activity data through the chip implanted in a human body.		,0
 The BCG (Bacillus Camette - Guerin) vaccine for tuberculosis can protect people from COVID-19.		,0
 The Chinese have 100 million vaccines for COVID-19 ready.		,0
 Thrombosis and not pneumonia is a leading cause of COVID-19 deaths and the disease has so far been wrongly diagnosed.		,0
 Indian Air Force showers petals on migrant workers walking home.		,0
 Indian migrants were not asked to pay for the shramik train and only BJP led states did not charge migrants to not travel during the lockdown.		,0
 Flower named Brahmkamal bloomed after decades due to the decrease of pollution caused by the lockdown.		,0
" Holding your breath for 30 seconds is a test for COVID-19. By putting mustard oil in the nose, coronavirus will flow into the stomach and die in acid.		",0
 Video of women jumping from a building after being locked by the Indian police for shopping during the lockdown in the country to contain COVID-19 spread.		,0
 16 COVID-19 cases reported in Ernakulam hours after it was declared Green Zone by Kerala government.		,0
" Nostradamus predicted COVID-19 pandemic, Idukki dam collapse in July 2020 and other events in his book Les Propheties.		",0
 Tamil Nadu government approves Thanikasalam Siddha Medicine for treatment of COVID-19.		,0
" A video showing migrant laborers from Surat city, in India, are being sent back to Surat after their home states refused to take them back at the state border.		",0
" An old man infected 300 people with coronavirus in Jaipur, India through tobacco smoke.		",0
 White House is selling commemorative COVID-19 coins for $100.		,0
 Muslim women went out to shop despite the lockdown in India.		,0
 A video has been viewed hundreds of thousands of times in multiple posts on Facebook and Twitter in May 2020 alongside claims that it shows an intoxicated police officer in India after the government allowed liquor shops to reopen during the nationwide COVID-19 lockdown.		,0
" A sadhu in Jaipur was affected with coronavirus, as a result 300 sadhus and 700 citizens have been quarantined.		",0
" In Tamil Nadu's Vellore, Muslims are offering namaz during lockdown.		",0
 The British Army is setting up a military camp at the site of a former infamous prison in Northern Ireland as part of the effort to fight coronavirus.		,0
 A picture allegedly showing 500 people gathering in Livorno (Italy) to protest against the lockown.		,0
 A Japanese study reveals that COVID-19 mortality is lower than the flu.		,0
" Mantova hospital, in Italy, tests plasma treatment to heal COVID-19 patients. The Italian government has sent the Carabinieri to stop the experimentation. It's because of Bill Gates.		",0
