FastText_News,Label
"['articl', 'claim', 'mayor', 'tetovo', 'north', 'macedonia', 'teuta', 'arifi', 'manag', 'pusuad', 'govern', 'toler', 'measur', 'citi', 'ie', 'wear', 'protect', 'mask']",0
"['abasc', 'casado', 'vote', 'fire', 'spanish', 'worker', 'becam', 'ill', 'due', 'covid']",0
"['covid', 'shown', 'pneumonia', 'thrombosi', 'treatment', 'patient', 'receiv', 'wrong']",0
"['covid', 'transmit', 'contact', 'surfac', 'person', 'person']",0
"['singapor', 'defeat', 'coronaviru', 'day', 'without', 'singl', 'death']",0
"['half', 'workforc', 'countri', 'may', 'idl', 'coronaviru']",0
"['ultraviolet', 'radiat', 'administ', 'bodi', 'disinfect', 'kill', 'bacteria', 'virus', 'use']",0
"['exposur', 'blood', 'ultraviolet', 'light', 'rid', 'bodi', 'coronaviru']",0
"['weve', 'still', 'death', 'flu', 'year', 'weve', 'covid']",0
"['mitch', 'mcconnel', 'said', 'want', 'state', 'go', 'bankrupt', 'instead', 'feder', 'govern', 'provid', 'relief', 'today', 'thom', 'tilli', 'agre']",0
"['use', 'hydroxycholoroquin', 'restrict', 'militari', 'hospit', 'franc']",0
"['uk', 'drop', 'huawei', 'g', 'vendor', 'due', 'coronaviru', 'fear']",0
"['video', 'american', 'student', 'sing', 'indian', 'nation', 'anthem', 'sign', 'gratitud', 'toward', 'india', 'suppli', 'hydroxychloroquin', 'drug', 'crisi', 'caus', 'covid', 'spread']",0
"['mla', 'hafeez', 'khan', 'forc', 'nurs', 'touch', 'feet', 'muslim', 'priest', 'critic', 'tabhligi', 'jamat', 'spread', 'coronaviru', 'india']",0
"['video', 'muslim', 'leader', 'accident', 'shot', 'dead', 'celebratori', 'fire', 'recov', 'covid', 'pakistan']",0
"['japan', 'nobel', 'prize', 'win', 'professor', 'medicin', 'professor', 'dr', 'tasuku', 'honjo', 'claim', 'coronaviru', 'natur', 'china', 'manufactur']",0
"['imag', 'peacock', 'gather', 'ootycoimbator', 'road', 'india', 'amid', 'nationwid', 'lockdown']",0
"['imag', 'swollen', 'feet', 'starv', 'children', 'walk', 'mile', 'food', 'uttar', 'pradesh', 'amid', 'covid', 'lockdown']",0
"['dr', 'megha', 'vya', 'pune', 'die', 'covid']",0
"['indian', 'govern', 'provid', 'internet', 'everi', 'citizen', 'amid', 'covid', 'lockdown']",0
"['punebas', 'doctor', 'megha', 'vya', 'die', 'covid', 'treat', 'patient', 'infect', 'coronaviru']",0
"['indiantelecommun', 'depart', 'offer', 'free', 'internet', 'servic', 'lockdown', 'work', 'home']",0
"['dr', 'megha', 'vya', 'pune', 'india', 'die', 'due', 'covid', 'treat', 'covid', 'patient']",0
"['video', 'young', 'adult', 'sing', 'indian', 'nation', 'anthem', 'share', 'facebook', 'twitter', 'covid', 'pandem', 'alongsid', 'claim', 'show', 'american', 'student', 'perform', 'thank', 'india', 'suppli', 'us', 'hydroxychloroquin', 'malaria', 'drug', 'involv', 'clinic', 'trial', 'potenti', 'covid', 'treatment']",0
"['bollywood', 'actor', 'aamir', 'khan', 'help', 'needi', 'covid', 'crisi', 'send', 'flour', 'bag', 'cash']",0
"['govern', 'mistakenli', 'paid', 'euro', 'roma', 'famili', 'spent', 'mercadona', 'shop', 'spain']",0
"['imag', 'claim', 'pedro', 'nchez', 'presid', 'spain', 'thank', 'applaus', 'spanish', 'give', 'everi', 'day', 'pm', 'last', 'speech']",0
"['graphic', 'share', 'thousand', 'time', 'social', 'media', 'claim', 'show', 'exact', 'probabl', 'covid', 'carrier', 'spread', 'diseas', 'anoth', 'person', 'wear', 'mask']",0
"['elisa', 'granato', 'first', 'volunt', 'first', 'europ', 'human', 'trial', 'covid', 'vaccin', 'die']",0
"['first', 'volunt', 'uk', 'coronaviru', 'vaccin', 'trial', 'die']",0
"['doctor', 'encourag', 'hospit', 'ama', 'overcount', 'covid', 'death']",0
"['protect', 'mask', 'five', 'time', 'expens', 'french', 'tobacconist', 'spanish', 'shop']",0
"['french', 'minist', 'justic', 'threaten', 'sue', 'french', 'journalist', 'tv', 'host', 'jeanpierr', 'pernaut', 'critic', 'govern', 'way', 'deal', 'epidem']",0
"['sever', 'clickbait', 'websit', 'publish', 'mislead', 'headlin', 'claim', 'cigarett', 'block', 'coronaviru']",0
"['first', 'volunt', 'new', 'covid', 'vaccin', 'die']",0
"['seri', 'unsubstanti', 'claim', 'interview', 'david', 'ick', 'amongst', 'alleg', 'alleg', 'connect', 'g', 'coronaviru', 'claim', 'doctor', 'characteris', 'everi', 'death', 'covid', 'fatal']",0
"['japanes', 'nobel', 'laureat', 'tasuku', 'honjo', 'announc', 'coronaviru', 'manmad']",0
"['brahma', 'kamal', 'flower', 'bloom', 'mani', 'year', 'due', 'less', 'pollut', 'lockdown', 'india', 'contain', 'covid', 'spread']",0
"['elisa', 'granato', 'yearold', 'first', 'woman', 'get', 'vaccin', 'covid', 'die']",0
"['yearold', 'doctor', 'maharashtra', 'dr', 'maneesha', 'patil', 'die', 'covid', 'treat', 'patient', 'infect', 'coronaviru']",0
"['imag', 'show', 'last', 'moment', 'mother', 'child', 'suffer', 'covid']",0
"['american', 'sing', 'indian', 'nation', 'anthem', 'thank', 'india', 'send', 'hydroxychloroquin', 'tablet']",0
"['joy', 'arakk', 'owner', 'joyalukka', 'jewelleri', 'compani', 'die', 'due', 'covid', 'middl', 'east']",0
"['chines', 'peopl', 'allow', 'supermarket', 'australia']",0
"['photo', 'show', 'coronaviru', 'infect', 'mother', 'hug', 'child']",0
"['first', 'volunt', 'uk', 'coronaviru', 'vaccin', 'trial', 'elisa', 'granato', 'die']",0
"['japanes', 'nobel', 'tasuku', 'honjo', 'say', 'coronaviru', 'creat', 'wuhan', 'laboratori']",0
"['warn', 'second', 'wave', 'pandem', 'would', 'catastroph']",0
"['usa', 'govern', 'warn', 'brasilian', 'govern', 'mortal', 'danger', 'chines', 'test']",0
"['imag', 'suspect', 'coronaviru', 'vaccin', 'caus', 'covid']",0
"['implant', 'nanochip', 'start', 'ukrain']",0
"['dr', 'elisa', 'granato', 'one', 'first', 'particip', 'uk', 'covid', 'vaccin', 'trial', 'die']",0
"['govern', 'must', 'plan', 'coronaviru', 'pandem', 'coronaviru', 'relief', 'bill', 'introduc', 'three', 'year', 'earlier']",0
"['japanes', 'doctor', 'nobel', 'prize', 'said', 'coronaviru', 'artif', 'manufactur', 'china']",0
"['us', 'nih', 'give', 'wuhan', 'lab', 'china', 'grant', 'prohibit', 'pre', 'obama', 'grant', 'except']",0
"['facebook', 'post', 'share', 'time', 'claim', 'peopl', 'pennsylvania', 'wear', 'face', 'mask', 'public', 'novel', 'coronaviru', 'pandem', 'risk', 'fine', 'six', 'month', 'jail']",0
"['rate', 'coronavirusrel', 'death', 'report', 'new', 'york', 'citi', 'time', 'higher', 'death', 'rate', 'world', 'largest', 'citi']",0
"['link', 'covid', 'kawasaki', 'diseas']",0
"['offici', 'document', 'detail', 'instruct', 'school', 'postlockdown', 'period', 'franc']",0
"['french', 'minist', 'justic', 'nicol', 'belloubet', 'threathen', 'famou', 'anchor', 'jeanpierr', 'pernaut', 'critic', 'govern', 'polici', 'pandem', 'air']",0
"['japanes', 'nobel', 'price', 'said', 'sarscov', 'human', 'made']",0
"['spanish', 'french', 'mask', 'price', 'compar']",0
"['vaccin', 'polio', 'fund', 'bill', 'gate', 'paralys', 'almost', 'children', 'india']",0
"['covid', 'big', 'pharma', 'fraud', 'treatment', 'exist', 'year', 'stem', 'cell', 'therapi']",0
"['covid', 'pandem', 'use', 'coverup', 'starlink', 'project', 'elon', 'musk', 'launch', 'dozen', 'satellit']",0
"['messag', 'whatsapp', 'facebook', 'claim', 'accept', 'mask', 'stranger', 'soak', 'chemic', 'knock', 'order', 'rob']",0
"['man', 'name', 'muslum', 'alsan', 'got', 'jail', 'due', 'covid', 'pandem', 'murder', 'year', 'old', 'daughter']",0
"['nation', 'health', 'institut', 'unit', 'state', 'barack', 'obama', 'gave', 'million', 'dollar', 'institut', 'virolog', 'wuhan']",0
"['seven', 'children', 'seneg', 'dead', 'due', 'coronaviru', 'vaccin', 'test']",0
"['tasuku', 'honjo', 'japanes', 'nobel', 'laureat', 'medicin', 'claim', 'covid', 'chinesemad', 'viru']",0
"['indian', 'compani', 'jio', 'offer', 'gb', 'free', 'data', 'daili', 'covid', 'lockdown']",0
"['owner', 'indian', 'jewellri', 'group', 'joyalukka', 'die', 'due', 'covid']",0
"['video', 'show', 'american', 'student', 'sing', 'indian', 'nation', 'anthem', 'thank', 'india', 'suppli', 'hydroxychloroquin']",0
"['coronaviru', 'posit', 'patient', 'found', 'jamnagar', 'citi', 'state', 'gujarat']",0
"['photo', 'hindu', 'woman', 'attack', 'rss', 'member', 'offer', 'sehri', 'muslim', 'kashmiri', 'girl', 'indian', 'lockdown']",0
"['polit', 'leader', 'andra', 'pradesh', 'made', 'nurs', 'touch', 'feet']",0
"['pune', 'doctor', 'megha', 'vya', 'die', 'covid']",0
"['indian', 'actor', 'aamir', 'khan', 'give', 'rs', 'poor', 'peopl', 'kg', 'wheat', 'flour']",0
"['central', 'indian', 'govern', 'like', 'reduc', 'age', 'retir', 'govern', 'employe']",0
"['first', 'volunt', 'covid', 'vaccin', 'uk', 'dr', 'elisa', 'granato', 'dead']",0
"['dr', 'manisha', 'patil', 'die', 'due', 'covid', 'treat', 'coronaviru', 'patient', 'maharashtra', 'india']",0
"['unit', 'kingdom', 'woman', 'tri', 'coronavru', 'vaccin', 'die']",0
"['imag', 'show', 'woman', 'itali', 'clutch', 'monthold', 'child', 'tightli', 'chest', 'die', 'coronaviru']",0
"['accord', 'scientif', 'research', 'smoke', 'protect', 'coronaviru']",0
"['imag', 'prove', 'coronaviru', 'vaccin', 'anim', 'exist', 'sinc', 'think', 'complet', 'fool']",0
"['smoke', 'cigarett', 'youll', 'go', 'get', 'covid']",0
"['restaur', 'allow', 'open', 'lockdown', 'covid', 'one', 'italian', 'senat', 'repres']",0
"['minist', 'health', 'claim', 'one', 'case', 'covid', 'regist', 'lithuania']",0
"['imag', 'famili', 'breach', 'safeti', 'distanc', 'relat', 'coronaviru', 'april', 'spain']",0
"['sever', 'version', 'messag', 'say', 'accord', 'italian', 'doctor', 'sarscov', 'viru', 'badli', 'fought', 'sinc', 'caus', 'death', 'would', 'pneumonia', 'rather', 'dissemin', 'intravascular', 'coagul', 'thrombosi']",0
"['video', 'truck', 'seen', 'whistl', 'street', 'ourens', 'spain', 'caption', 'claim', 'protest', 'spanish', 'govern']",0
"['tasuku', 'honjo', 'nobel', 'prize', 'medicin', 'said', 'coronaviru', 'manmad']",0
"['muslim', 'protest', 'street', 'quarantin']",0
"['quarantin', 'introduc', 'restrict', 'individu', 'freedom', 'new', 'coronaviru', 'danger', 'one', 'claim']",0
"['mcdonald', 'reopen', 'uk', 'monday', 'april']",0
"['michigan', 'gov', 'gretchen', 'whitmer', 'strip', 'emerg', 'coronaviru', 'power', 'state', 'legislatur']",0
"['coronaviru', 'isnt', 'nearli', 'deadli', 'thought']",0
"['missouri', 'busi', 'open', 'monday', 'may', 'new', 'order', 'long', 'new', 'guidelin', 'follow']",0
"['late', 'herbalist', 'known', 'dr', 'sebi', 'correct', 'say', 'virus', 'dont', 'exist']",0
"['weve', 'test', 'everi', 'countri', 'combin']",0
"['cdc', 'recommend', 'peopl', 'covid', 'symptom', 'wear', 'mask']",0
"['dr', 'anthoni', 'fauci', 'known', 'year', 'chloroquin', 'hydroxychloroquin', 'treat', 'current', 'case', 'coronaviru', 'prevent', 'futur', 'case']",0
"['nih', 'studi', 'show', 'fauci', 'alreadi', 'knew', 'chloroquin', 'effect', 'coronavirus', 'includ', 'sarscov']",0
"['dr', 'anthoni', 'fauci', 'disappear', 'end', 'april', 'illeg', 'sent', 'million', 'virolog', 'lab', 'wuhan', 'china']",0
"['hospit', 'unit', 'state', 'get', 'paid', 'patient', 'die', 'flu', 'covid']",0
"['flu', 'shot', 'last', 'year', 'probabl', 'test', 'posit', 'covid']",0
"['japanes', 'nobel', 'laureat', 'tasuku', 'honjo', 'work', 'wuhan', 'four', 'year', 'claim', 'sarscov', 'humanmad']",0
"['german', 'physician', 'wolfgang', 'wodarg', 'claim', 'coronaviru', 'harmless']",0
"['hotmic', 'convers', 'journalist', 'white', 'hous', 'use', 'state', 'journalist', 'know', 'joke', 'coronaviru', 'hoax']",0
"['whatsapp', 'messag', 'claim', 'japanes', 'immunologist', 'tasuku', 'honjo', 'said']",0
"['appli', 'mustard', 'oil', 'nostril', 'kill', 'coronaviru']",0
"['indian', 'prime', 'minist', 'said', 'world', 'free', 'coronaviru', 'month']",0
"['viral', 'audio', 'clip', 'kannur', 'base', 'neurosurgeon', 'suggest', 'remedi', 'coronaviru']",0
"['video', 'showsa', 'policeman', 'guard', 'hajipur', 'prison', 'suffer', 'covid']",0
"['video', 'show', 'coronaviru', 'infect', 'note', 'scatter', 'indor', 'street', 'sanit']",0
"['video', 'byculla', 'maharashtra', 'india', 'mla', 'wari', 'pathan', 'threaten', 'polic', 'open', 'mosqu', 'indian', 'lockdown']",0
"['pragya', 'kathua', 'comedian', 'odia', 'die']",0
"['video', 'show', 'muslim', 'woman', 'misbehav', 'doctor', 'india']",0
"['pictur', 'show', 'cloth', 'die', 'coronaviru', 'china', 'beij', 'ship', 'cloth', 'africa']",0
"['huge', 'crowd', 'street', 'delhi', 'ramzan', 'crowd', 'festiv', 'navratri']",0
"['roti', 'stamp', 'distribut', 'lockdown', 'india']",0
"['video', 'view', 'thousand', 'time', 'multipl', 'post', 'facebook', 'twitter', 'alongsid', 'claim', 'show', 'muslim', 'politician', 'india', 'urg', 'polic', 'offic', 'open', 'mosqu', 'order', 'allow', 'peopl', 'pray', 'nationwid', 'covid', 'lockdown']",0
"['video', 'byculla', 'maharashtra', 'mla', 'wari', 'pathan', 'threaten', 'polic', 'open', 'mosqu', 'exist', 'lockdown', 'impplement', 'contain', 'covid', 'spread']",0
"['largest', 'hole', 'ozon', 'layer', 'arctic', 'region', 'heal', 'due', 'covid', 'lockdown']",0
"['japanes', 'nobel', 'laureat', 'tasuku', 'honjo', 'declar', 'coronaviru', 'manmad', 'creat', 'china']",0
"['photo', 'show', 'score', 'green', 'parrot', 'sit', 'sack', 'grain', 'share', 'thousand', 'time', 'multipl', 'post', 'facebook', 'twitter', 'alongsid', 'claim', 'taken', 'nationwid', 'coronaviru', 'lockdown', 'india']",0
"['offici', 'govern', 'announc', 'detail', 'covid', 'restrict', 'eas', 'ireland', 'earli', 'may']",0
"['coffin', 'bodi', 'dead', 'bergamo', 'hoax']",0
"['cuban', 'scientist', 'discov', 'eucalyptu', 'help', 'prevent', 'treat', 'coronaviru']",0
"['carrefour', 'sell', 'face', 'mask', 'physic', 'store', 'maximum', 'price', 'set', 'govern', 'spain']",0
"['coronaviru', 'vaccin', 'readi', 'work', 'hour', 'pictur']",0
"['facebook', 'post', 'defend', 'govern', 'role', 'current', 'nh', 'equip', 'shortag', 'written', 'jennif', 'saunder']",0
"['doctor', 'bakersfield', 'discov', 'coronaviru', 'mortal', 'rate', 'x', 'less', 'deadli', 'previous', 'thought', 'analysi', 'sinc', 'ban', 'youtub']",0
"['children', 'dont', 'seem', 'get', 'viru']",0
"['donald', 'trump', 'claim', 'usa', 'test', 'countri', 'combin']",0
"['walmart', 'kroger', 'amazon', 'target', 'costco', 'report', 'case', 'coronaviru', 'news']",0
"['sign', 'outsid', 'bill', 'melinda', 'gate', 'foundat', 'say', 'center', 'global', 'human', 'popul', 'reduct']",0
"['coronaviru', 'mortal', 'rate', 'proven']",0
"['walmart', 'amazon', 'kroger', 'target', 'costco', 'store', 'stay', 'open', 'covid', 'pandem', 'report', 'case', 'employe', 'contract', 'coronaviru']",0
"['say', 'dr', 'anthoni', 'fauci', 'name', 'appear', 'us', 'patent', 'key', 'glycoprotein', 'use', 'creat', 'current', 'covid', 'epidem']",0
"['young', 'peopl', 'greater', 'chanc', 'kill', 'hpv', 'vaccin', 'covid']",0
"['thousand', 'doctor', 'say', 'hydroxychloroquin', 'cure', 'coronaviru']",0
"['say', 'your', 'refus', 'servic', 'store', 'wear', 'mask', 'call', 'depart', 'health', 'report', 'store', 'mask', 'suggest', 'requir']",0
"['coronaviru', 'way', 'withstand', 'heat', 'sunlight', 'uv', 'radiat', 'word', 'skin', 'surfac', 'momentarili', 'steril', 'sunlight', 'uv', 'radiat']",0
"['japanes', 'school', 'reopen', 'close', 'due', 'second', 'wave', 'coronaviru']",0
"['put', 'mask', 'pot', 'boil', 'water', 'fast', 'way', 'disinfect']",0
"['bill', 'gate', 'creat', 'vaccin', 'make', 'earth', 'popul', 'infertil', 'discuss', 'plan', 'reduc', 'world', 'popul', 'vaccin', 'ted', 'talk']",0
"['open', 'ceremoni', 'london', 'olymp', 'project', 'coronaviru', 'pandem', 'hospit', 'bed', 'appera', 'scene', 'open', 'show', 'bori', 'johnson', 'hospit', 'bed', 'prove', 'spread', 'diseas', 'plan', 'advanc']",0
"['video', 'group', 'men', 'leav', 'mosqu', 'view', 'ten', 'thousand', 'time', 'multipl', 'post', 'facebook', 'twitter', 'publish', 'april', 'alongsid', 'claim', 'show', 'muslim', 'gather', 'pray', 'indian', 'state', 'gujarat', 'defianc', 'nationwid', 'covid', 'lockdown']",0
"['covid', 'fake', 'coverup', 'g', 'technolog']",0
"['forward', 'whatsapp', 'messag', 'peopl', 'rs', 'credit', 'balanc', 'smart', 'citi', 'scheme']",0
"['indiand', 'entral', 'govern', 'provid', 'free', 'scholarship', 'onlin', 'tuition', 'class', 'school', 'children']",0
"['indian', 'spritual', 'guru', 'mata', 'amrithanandamayi', 'charit', 'trust', 'gift', 'india', 'first', 'air', 'ambul']",0
"['bollywood', 'superstar', 'aamir', 'khan', 'donat', 'rs', 'poor', 'slum', 'dweller', 'one', 'kg', 'wheat', 'flour', 'packet']",0
"['old', 'dalit', 'woman', 'beaten', 'christian', 'missionari', 'kerala']",0
"['arnab', 'goswami', 'wet', 'pant', 'call', 'upon', 'mumbai', 'polic', 'interrog']",0
"['dr', 'manish', 'patil', 'die', 'due', 'coronaviru', 'maharasthra']",0
"['video', 'showcas', 'success', 'trial', 'complet', 'covid', 'vaccin', 'develop', 'pgimer', 'india']",0
"['imag', 'coupl', 'claim', 'activist', 'peter', 'demello', 'siraj', 'bilsara', 'share', 'connect', 'palghar', 'lynch']",0
"['video', 'show', 'muslim', 'man', 'throw', 'note', 'spread', 'coronaviru']",0
"['india', 'majliseittehadul', 'muslimeen', 'aimim', 'leader', 'wari', 'pathan', 'threaten', 'cop', 'keep', 'mosqu', 'open', 'lockdown']",0
"['imag', 'market', 'carri', 'social', 'distanc', 'pass', 'mizoram', 'india']",0
"['nobel', 'laureat', 'dr', 'honjo', 'claim', 'covid', 'viru', 'man', 'made', 'wuhan', 'laboratori']",0
"['nurs', 'claim', 'delhi', 'govt', 'stop', 'fund', 'hotel', 'stay', 'doctor', 'nurs', 'treat', 'covid']",0
"['muslim', 'boy', 'madhya', 'pradesh', 'india', 'attack', 'bjp', 'worker', 'violat', 'lockdown']",0
"['yearold', 'dr', 'manisha', 'patil', 'maharashtra', 'die', 'yesterday', 'due', 'coronaviru', 'manisha', 'examin', 'peopl', 'help', 'recov', 'could', 'save', 'coronaviru']",0
"['indian', 'govern', 'start', 'rashtriya', 'sikshit', 'berojgar', 'yojana', 'provid', 'relief', 'packag', 'rs', 'ration', 'cardhold', 'int', 'midst', 'covid', 'crisi']",0
"['famili', 'husband', 'wife', 'child', 'commit', 'suicid', 'could', 'bear', 'hunger', 'migrant', 'travel', 'hometown', 'lockdown', 'citi', 'name', 'surat', 'india']",0
"['mosqu', 'india', 'distribut', 'relief', 'materi', 'muslim', 'lockdown', 'deni', 'help', 'needi', 'hindu', 'reach', 'say', 'facil', 'hindu']",0
"['muslim', 'men', 'beaten', 'lockdown', 'india']",0
"['member', 'irish', 'govern', 'nation', 'public', 'health', 'emerg', 'team', 'ignor', 'social', 'distanc', 'rule', 'recent', 'meet']",0
"['real', 'caus', 'death', 'pneumonia', 'thrombosi', 'viru', 'problem']",0
"['influenza', 'vaccin', 'contain', 'coronaviru', 'increas', 'spread', 'covid']",0
"['photo', 'claim', 'sarscov', 'old', 'viru', 'known', 'sinc']",0
"['japanes', 'nobel', 'prize', 'medicin', 'claim', 'new', 'coronaviru', 'natur', 'made', 'china']",0
"['imag', 'alleg', 'statement', 'spanish', 'writer', 'arturo', 'prez', 'revert', 'coronaviru', 'confin']",0
"['japanes', 'nobel', 'tasuku', 'honjo', 'said', 'coronaviru', 'creat', 'china']",0
"['trump', 'say', 'subject', 'bodi', 'ultraviolet', 'light', 'exposur', 'inject', 'disinfect', 'effect', 'treatment', 'coronaviru']",0
"['cdc', 'recommend', 'wear', 'mask']",0
"['presid', 'donald', 'trump', 'sell', 'coronavirusthem', 'commemor', 'coin', 'white', 'hous', 'gift', 'shop']",0
"['walmart', 'amazon', 'kroger', 'target', 'costco', 'report', 'coronaviru', 'case', 'news']",0
"['news', 'outlet', 'misus', 'boy', 'imag', 'report', 'child', 'die', 'covid', 'three', 'differ', 'countri']",0
"['governor', 'andi', 'beshear', 'author', 'kentucki', 'teacher', 'make', 'inhom', 'visit', 'parent', 'approv', 'teacher', 'inspect', 'bedroom', 'student', 'current', 'enrol', 'k']",0
"['georgia', 'gov', 'brian', 'kemp', 'mandat', 'restaur', 'reopen']",0
"['dr', 'elisa', 'granato', 'one', 'first', 'volunt', 'receiv', 'potenti', 'covid', 'vaccin', 'uk', 'die']",0
"['depart', 'homeland', 'secur', 'dh', 'plan', 'mobil', 'nation', 'guard', 'enforc', 'nationwid', 'day', 'quarantin']",0
"['harvard', 'professor', 'charl', 'lieber', 'arrest', 'manufactur', 'sell', 'new', 'coronaviru', 'china']",0
"['french', 'health', 'care', 'worker', 'put', 'defect', 'chinesemad', 'protect', 'gown']",0
"['mosquito', 'spread', 'covid', 'person', 'person']",0
"['who', 'stanc', 'coronaviru', 'chang', 'support', 'swedish', 'open', 'polici']",0
"['covid', 'pretens', 'invouluntari', 'implemant', 'microchip', 'legal', 'pedophilia']",0
"['itali', 'peopl', 'die', 'develop', 'covid', 'die', 'patholog']",0
"['teacher', 'die', 'eastern', 'franc', 'take', 'care', 'health', 'worker', 'children', 'contamin', 'covid']",0
"['journalist', 'admit', 'covid', 'pandem', 'hoax']",0
"['dri', 'ginger', 'powder', 'cure', 'covid']",0
"['recent', 'mob', 'attack', 'west', 'bengal', 'polic', 'due', 'lockdown', 'howrah']",0
"['video', 'show', 'social', 'distanc', 'follow', 'delhi']",0
"['kerala', 'india', 'minist', 'kt', 'jaleel', 'still', 'draw', 'salari', 'teacher', 'even', 'quit', 'job', 'year', 'ago']",0
"['suprem', 'court', 'india', 'ban', 'everyon', 'except', 'govern', 'share', 'messag', 'coronaviru']",0
"['video', 'young', 'man', 'gujarat', 'claim', 'found', 'medicin', 'cure', 'covid']",0
"['bollywoof', 'actor', 'aamir', 'khan', 'anonym', 'donat', 'rs', 'peopl', 'live', 'slum']",0
"['india', 'majliseittehadul', 'muslimeen', 'aimim', 'leader', 'wari', 'pathan', 'threaten', 'cop', 'keep', 'mosqu', 'open', 'lockdown']",0
"['market', 'mizoram', 'state', 'india', 'practis', 'social', 'distanc', 'amidst', 'ongo', 'lockdown']",0
"['american', 'student', 'sige', 'indian', 'nation', 'anthem', 'gestur', 'thank', 'india', 'suppli', 'hydroxychloroquin', 'usa']",0
"['report', 'state', 'vegetarian', 'world', 'found', 'infect', 'covid']",0
"['messag', 'key', 'takeaway', 'interview', 'hdfc', 'bank', 'md', 'ceo', 'aditya', 'puri', 'said', 'india', 'surviv', 'coronaviru', 'pandem']",0
"['imag', 'boy', 'seriou', 'injuri', 'tablighi', 'jamat', 'covid', 'patient', 'beaten', 'polic', 'india', 'misbehav', 'nurs', 'hospit', 'admit']",0
"['legisl', 'assembl', 'member', 'hafiz', 'khan', 'made', 'nurs', 'touch', 'feet', 'muslim', 'apologis', 'made', 'made', 'comment', 'markaz', 'attende', 'quarantin', 'situat', 'would', 'aros']",0
"['coronaviru', 'invent', 'patent', 'research', 'pirbright', 'institut']",0
"['claim', 'japanes', 'nobel', 'prizewin', 'scientist', 'said', 'coronaviru', 'unnatur', 'manmad']",0
"['di', 'bella', 'treatment', 'method', 'use', 'cure', 'covid']",0
"['hydroxychloroquin', 'cure', 'covid', 'conspiraci', 'biil', 'gate', 'dr', 'fauci', 'ban']",0
"['brasilian', 'doctor', 'discov', 'cure', 'covid']",0
"['surgic', 'mask', 'whose', 'price', 'limit', 'cent', 'compli', 'eu', 'regul']",0
"['minor', 'admit', 'covid', 'infanta', 'sofa', 'hospit', 'madrid', 'three', 'talavera', 'hospit']",0
"['whatsapp', 'audio', 'claim', 'infanta', 'sofa', 'hospit', 'madrid', 'children', 'seriou', 'condit', 'due', 'covid', 'three', 'children', 'talavera', 'de', 'la', 'reina', 'hospit']",0
"['professor', 'dr', 'tasuku', 'honjo', 'caus', 'sensat', 'today', 'media', 'say', 'coronaviru', 'natur']",0
"['white', 'hous', 'sell', 'coin', 'commemor', 'covid', 'pandem']",0
"['madagascar', 'case', 'coronaviru']",0
"['south', 'african', 'presid', 'cyril', 'ramaphosa', 'ask', 'foreign', 'leav', 'countri', 'june', 'respons', 'spread', 'covid']",0
"['video', 'show', 'fbi', 'seiz', 'coronavirusinfect', 'face', 'mask', 'sent', 'china']",0
"['post', 'contain', 'covid', 'conspiraci', 'theori', 'written', 'former', 'south', 'carolina', 'rep', 'trey', 'gowdi']",0
"['photo', 'show', 'bed', 'food', 'aid', 'packag', 'distribut', 'rwanda', 'coronaviru', 'pandem']",0
"['peopl', 'ignor', 'guidelin', 'wear', 'mask', 'especi', 'sinc', 'govern', 'doesnt', 'advis', 'mask', 'wear', 'tuberulosi']",0
"['former', 'rep', 'trey', 'gowdi', 'wrote', 'essay', 'past', 'social', 'media', 'claim', 'covid', 'pandem', 'plan', 'help', 'democrat', 'elect']",0
"['articl', 'circul', 'facebook', 'claim', 'microsoft', 'cofound', 'bill', 'gate', 'said', 'covid', 'vaccin', 'could', 'kill', 'almost', 'one', 'million', 'peopl', 'cite', 'interview', 'gave']",0
"['bill', 'gate', 'admit', 'covid', 'vaccin', 'might', 'kill', 'nearli', 'million', 'peopl']",0
"['pictur', 'show', 'woman', 'hold', 'protest', 'sign', 'incoher', 'calculu', 'possibl', 'signal', 'barack', 'obama', 'behind', 'coronaviru', 'crisi']",0
"['influenza', 'vaccin', 'like', 'result', 'fals', 'posit', 'pcrtest', 'sarscov']",0
"['french', 'writer', 'th', 'centuri', 'madam', 'de', 'svign', 'wrote', 'letter', 'daughter', 'echo', 'situat', 'live', 'moment']",0
"['us', 'conduct', 'experi', 'georgian', 'peopl', 'remdesivir', 'experiment', 'drug', 'cure', 'covid', 'produc', 'gilead', 'compani', 'suppli', 'georgia', 'sovaldi', 'danger', 'drug', 'whih', 'use', 'hepat', 'c', 'patient']",0
"['number', 'coronaviru', 'patient', 'countri', 'reach', 'close', 'million', 'august', 'central', 'indian', 'govern', 'warn', 'state']",0
"['video', 'foreign', 'destroy', 'liquor', 'bottl', 'amid', 'covid', 'lockdown', 'india']",0
"['larg', 'crowd', 'gather', 'delhi', 'market', 'amid', 'nationwid', 'lockdown', 'india']",0
"['china', 'suddenli', 'dismantl', 'usd', 'peg', 'stock', 'exchang', 'immin', 'launch', 'sovereign', 'digit', 'currenc', 'amid', 'covid']",0
"['covid', 'self', 'test', 'holidng', 'breath', 'put', 'mustard', 'oil', 'nose', 'kill', 'coronaviru']",0
